frame_id,handedness,finger,depth_mm
26,Left,pinky,242.0
27,Left,thumb,201.0
27,Left,index,240.0
27,Left,middle,243.0
27,Left,ring,234.0
27,Left,pinky,203.0
27,Right,thumb,265.0
27,Right,index,295.0
27,Right,middle,295.0
27,Right,ring,266.0
27,Right,pinky,235.0
28,Left,thumb,195.0
28,Left,index,217.0
28,Left,middle,243.0
28,Left,ring,264.0
28,Left,pinky,212.0
28,Right,thumb,270.0
28,Right,index,305.0
28,Right,middle,307.0
28,Right,ring,271.0
28,Right,pinky,250.0
29,Left,thumb,201.0
29,Left,index,259.0
29,Left,middle,243.0
29,Left,ring,234.0
29,Left,pinky,208.0
29,Right,thumb,233.0
29,Right,index,288.0
29,Right,middle,268.0
29,Right,ring,250.0
29,Right,pinky,228.0
30,Left,thumb,195.0
30,Left,index,270.0
30,Left,middle,238.0
30,Left,ring,238.0
30,Left,pinky,212.0
30,Right,thumb,262.0
30,Right,index,250.0
30,Right,middle,252.0
30,Right,ring,251.0
30,Right,pinky,234.0
31,Left,thumb,192.0
31,Left,index,300.0
31,Left,middle,228.0
31,Left,ring,249.0
31,Left,pinky,234.0
32,Left,thumb,208.0
32,Left,index,257.0
32,Left,middle,269.0
32,Left,ring,272.0
32,Left,pinky,219.0
33,Right,thumb,269.0
33,Right,index,211.0
33,Right,middle,284.0
33,Right,ring,245.0
33,Right,pinky,224.0
33,Left,thumb,195.0
33,Left,index,217.0
33,Left,middle,235.0
33,Left,ring,270.0
33,Left,pinky,226.0
34,Left,thumb,183.0
34,Left,index,246.0
34,Left,middle,207.0
34,Left,ring,257.0
34,Left,pinky,222.0
34,Right,thumb,225.0
34,Right,index,311.0
34,Right,middle,284.0
34,Right,ring,231.0
34,Right,pinky,241.0
35,Left,thumb,206.0
35,Left,index,245.0
35,Left,middle,263.0
35,Left,ring,245.0
35,Left,pinky,207.0
36,Left,thumb,188.0
36,Left,index,220.0
36,Left,middle,250.0
36,Left,ring,222.0
36,Left,pinky,200.0
36,Right,thumb,271.0
36,Right,index,288.0
36,Right,middle,296.0
36,Right,ring,265.0
36,Right,pinky,232.0
37,Right,thumb,288.0
37,Right,index,307.0
37,Right,middle,288.0
37,Right,ring,247.0
37,Right,pinky,267.0
37,Left,thumb,182.0
37,Left,index,202.0
37,Left,middle,219.0
37,Left,ring,229.0
37,Left,pinky,212.0
38,Left,thumb,192.0
38,Left,index,229.0
38,Left,middle,246.0
38,Left,ring,223.0
38,Left,pinky,204.0
38,Right,thumb,279.0
38,Right,index,281.0
38,Right,middle,263.0
38,Right,ring,250.0
38,Right,pinky,241.0
39,Right,thumb,274.0
39,Right,index,306.0
39,Right,middle,320.0
39,Right,ring,291.0
39,Right,pinky,253.0
39,Left,thumb,188.0
39,Left,index,212.0
39,Left,middle,244.0
39,Left,ring,217.0
39,Left,pinky,190.0
40,Right,thumb,291.0
40,Right,index,331.0
40,Right,middle,282.0
40,Right,ring,245.0
40,Right,pinky,250.0
40,Left,thumb,180.0
40,Left,index,184.0
40,Left,middle,216.0
40,Left,ring,234.0
40,Left,pinky,214.0
41,Right,thumb,276.0
41,Right,index,297.0
41,Right,middle,305.0
41,Right,ring,289.0
41,Right,pinky,260.0
41,Left,thumb,204.0
41,Left,index,252.0
41,Left,middle,237.0
41,Left,ring,233.0
41,Left,pinky,212.0
42,Right,thumb,287.0
42,Right,index,318.0
42,Right,middle,319.0
42,Right,ring,281.0
42,Right,pinky,249.0
42,Left,thumb,186.0
42,Left,index,205.0
42,Left,middle,227.0
42,Left,ring,230.0
42,Left,pinky,199.0
43,Left,thumb,182.0
43,Left,index,194.0
43,Left,middle,227.0
43,Left,ring,233.0
43,Left,pinky,204.0
43,Right,thumb,275.0
43,Right,index,302.0
43,Right,middle,276.0
43,Right,ring,253.0
43,Right,pinky,366.0
44,Right,thumb,269.0
44,Right,index,264.0
44,Right,middle,285.0
44,Right,ring,272.0
44,Right,pinky,249.0
44,Left,thumb,216.0
44,Left,index,265.0
44,Left,middle,243.0
44,Left,ring,234.0
44,Left,pinky,207.0
45,Left,thumb,197.0
45,Left,index,206.0
45,Left,middle,241.0
45,Left,ring,246.0
45,Left,pinky,228.0
45,Right,thumb,270.0
45,Right,index,291.0
45,Right,middle,308.0
45,Right,ring,262.0
45,Right,pinky,237.0
46,Right,thumb,268.0
46,Right,index,262.0
46,Right,middle,272.0
46,Right,ring,274.0
46,Right,pinky,259.0
46,Left,thumb,215.0
46,Left,index,256.0
46,Left,middle,253.0
46,Left,ring,242.0
46,Left,pinky,224.0
47,Left,thumb,225.0
47,Left,index,304.0
47,Left,middle,231.0
47,Left,ring,277.0
47,Left,pinky,217.0
47,Right,thumb,252.0
47,Right,index,270.0
47,Right,middle,285.0
47,Right,ring,287.0
47,Right,pinky,258.0
48,Right,thumb,262.0
48,Right,index,246.0
48,Right,middle,277.0
48,Right,ring,239.0
48,Right,pinky,228.0
49,Right,thumb,256.0
49,Right,index,264.0
49,Right,middle,262.0
49,Right,ring,271.0
49,Right,pinky,250.0
49,Left,thumb,218.0
49,Left,index,232.0
49,Left,middle,238.0
49,Left,ring,230.0
49,Left,pinky,220.0
50,Left,thumb,216.0
50,Left,index,235.0
50,Left,middle,239.0
50,Left,ring,232.0
50,Left,pinky,215.0
50,Right,thumb,251.0
50,Right,index,262.0
50,Right,middle,274.0
50,Right,ring,256.0
50,Right,pinky,246.0
51,Right,thumb,259.0
51,Right,index,285.0
51,Right,middle,311.0
51,Right,ring,261.0
51,Right,pinky,236.0
51,Left,thumb,218.0
51,Left,index,311.0
51,Left,middle,227.0
51,Left,ring,238.0
51,Left,pinky,223.0
52,Right,thumb,278.0
52,Right,index,298.0
52,Right,middle,269.0
52,Right,ring,243.0
52,Right,pinky,233.0
52,Left,thumb,211.0
52,Left,index,245.0
52,Left,middle,238.0
52,Left,ring,224.0
52,Left,pinky,216.0
53,Left,thumb,193.0
53,Left,index,206.0
53,Left,middle,228.0
53,Left,ring,279.0
53,Left,pinky,222.0
53,Right,thumb,275.0
53,Right,index,305.0
53,Right,middle,308.0
53,Right,ring,265.0
53,Right,pinky,242.0
54,Right,thumb,281.0
54,Right,index,312.0
54,Right,middle,320.0
54,Right,ring,275.0
54,Right,pinky,246.0
54,Left,thumb,192.0
54,Left,index,214.0
54,Left,middle,229.0
54,Left,ring,237.0
54,Left,pinky,225.0
55,Right,thumb,262.0
55,Right,index,299.0
55,Right,middle,273.0
55,Right,ring,270.0
55,Right,pinky,251.0
55,Left,thumb,212.0
55,Left,index,240.0
55,Left,middle,244.0
55,Left,ring,236.0
55,Left,pinky,205.0
56,Left,thumb,196.0
56,Left,index,223.0
56,Left,middle,235.0
56,Left,ring,220.0
56,Left,pinky,210.0
56,Right,thumb,269.0
56,Right,index,317.0
56,Right,middle,333.0
56,Right,ring,286.0
56,Right,pinky,255.0
57,Left,thumb,214.0
57,Left,index,312.0
57,Left,middle,231.0
57,Left,ring,236.0
57,Left,pinky,217.0
57,Right,thumb,271.0
57,Right,index,308.0
57,Right,middle,289.0
57,Right,ring,259.0
57,Right,pinky,243.0
58,Right,thumb,250.0
58,Right,index,249.0
58,Right,middle,278.0
58,Right,ring,274.0
58,Right,pinky,259.0
58,Left,thumb,237.0
58,Left,index,278.0
58,Left,middle,248.0
58,Left,ring,235.0
58,Left,pinky,216.0
59,Right,thumb,245.0
59,Right,index,267.0
59,Right,middle,303.0
59,Right,ring,290.0
59,Right,pinky,272.0
59,Left,thumb,220.0
59,Left,index,289.0
59,Left,middle,240.0
59,Left,ring,249.0
59,Left,pinky,222.0
60,Right,thumb,246.0
60,Right,index,247.0
60,Right,middle,270.0
60,Right,ring,232.0
60,Right,pinky,229.0
60,Left,thumb,209.0
60,Left,index,237.0
60,Left,middle,241.0
60,Left,ring,235.0
60,Left,pinky,212.0
61,Left,thumb,212.0
61,Left,index,276.0
61,Left,middle,263.0
61,Left,ring,240.0
61,Left,pinky,211.0
61,Right,thumb,258.0
61,Right,index,256.0
61,Right,middle,275.0
61,Right,ring,276.0
61,Right,pinky,251.0
62,Right,thumb,262.0
62,Right,index,282.0
62,Right,middle,305.0
62,Right,ring,288.0
62,Right,pinky,269.0
62,Left,thumb,232.0
62,Left,index,271.0
62,Left,middle,220.0
62,Left,ring,249.0
62,Left,pinky,219.0
63,Right,thumb,267.0
63,Right,index,278.0
63,Right,middle,273.0
63,Right,ring,226.0
63,Right,pinky,214.0
63,Left,thumb,215.0
63,Left,index,238.0
63,Left,middle,251.0
63,Left,ring,233.0
63,Left,pinky,210.0
64,Right,thumb,273.0
64,Right,index,254.0
64,Right,middle,263.0
64,Right,ring,243.0
64,Right,pinky,220.0
64,Left,thumb,203.0
64,Left,index,250.0
64,Left,middle,233.0
64,Left,ring,223.0
64,Left,pinky,202.0
65,Left,thumb,202.0
65,Left,index,213.0
65,Left,middle,209.0
65,Left,ring,222.0
65,Left,pinky,217.0
66,Left,thumb,197.0
66,Left,index,216.0
66,Left,middle,224.0
66,Left,ring,208.0
66,Left,pinky,195.0
66,Right,thumb,255.0
66,Right,index,228.0
66,Right,middle,237.0
66,Right,ring,229.0
66,Right,pinky,217.0
67,Right,thumb,266.0
67,Right,index,286.0
67,Right,middle,276.0
67,Right,ring,252.0
67,Right,pinky,236.0
67,Left,thumb,190.0
67,Left,index,209.0
67,Left,middle,225.0
67,Left,ring,215.0
67,Left,pinky,202.0
68,Right,thumb,272.0
68,Right,index,287.0
68,Right,middle,264.0
68,Right,ring,250.0
68,Right,pinky,235.0
68,Left,thumb,173.0
68,Left,index,174.0
68,Left,middle,221.0
68,Left,ring,220.0
68,Left,pinky,218.0
69,Right,thumb,266.0
69,Right,index,237.0
69,Right,middle,242.0
69,Right,ring,242.0
69,Right,pinky,239.0
69,Left,thumb,197.0
69,Left,index,229.0
69,Left,middle,229.0
69,Left,ring,208.0
69,Left,pinky,204.0
70,Right,thumb,254.0
70,Right,index,268.0
70,Right,middle,291.0
70,Right,ring,254.0
70,Right,pinky,233.0
70,Left,thumb,213.0
70,Left,index,208.0
70,Left,middle,219.0
70,Left,ring,220.0
70,Left,pinky,212.0
71,Right,thumb,188.0
71,Right,index,262.0
71,Right,middle,273.0
71,Right,ring,235.0
71,Right,pinky,223.0
72,Left,thumb,182.0
72,Left,index,200.0
72,Left,middle,215.0
72,Left,ring,216.0
72,Left,pinky,204.0
72,Right,thumb,219.0
72,Right,index,235.0
72,Right,middle,236.0
72,Right,ring,232.0
72,Right,pinky,224.0
73,Left,thumb,185.0
73,Left,index,277.0
73,Left,middle,234.0
73,Left,ring,234.0
73,Left,pinky,218.0
74,Left,thumb,204.0
74,Left,index,251.0
74,Left,middle,250.0
74,Left,ring,225.0
74,Left,pinky,211.0
74,Right,thumb,196.0
74,Right,index,256.0
74,Right,middle,252.0
74,Right,ring,257.0
74,Right,pinky,255.0
75,Left,thumb,199.0
75,Left,index,287.0
75,Left,middle,240.0
75,Left,ring,267.0
75,Left,pinky,230.0
75,Right,thumb,206.0
75,Right,index,271.0
75,Right,middle,286.0
75,Right,ring,261.0
75,Right,pinky,250.0
76,Left,thumb,209.0
76,Left,index,252.0
76,Left,middle,244.0
76,Left,ring,236.0
76,Left,pinky,218.0
77,Left,thumb,215.0
77,Left,index,293.0
77,Left,middle,253.0
77,Left,ring,243.0
77,Left,pinky,210.0
77,Right,thumb,266.0
77,Right,index,276.0
77,Right,middle,284.0
77,Right,ring,282.0
77,Right,pinky,258.0
78,Left,thumb,200.0
78,Left,index,278.0
78,Left,middle,216.0
78,Left,ring,240.0
78,Left,pinky,225.0
78,Right,thumb,259.0
78,Right,index,276.0
78,Right,middle,283.0
78,Right,ring,232.0
78,Right,pinky,224.0
79,Left,thumb,195.0
79,Left,index,223.0
79,Left,middle,224.0
79,Left,ring,221.0
79,Left,pinky,202.0
80,Right,thumb,216.0
80,Right,index,276.0
80,Right,middle,295.0
80,Right,ring,244.0
80,Right,pinky,228.0
81,Left,thumb,200.0
81,Left,index,242.0
81,Left,middle,226.0
81,Left,ring,216.0
81,Left,pinky,205.0
81,Right,thumb,240.0
81,Right,index,261.0
81,Right,middle,281.0
81,Right,ring,233.0
81,Right,pinky,215.0
82,Right,thumb,227.0
82,Right,index,257.0
82,Right,middle,308.0
82,Right,ring,264.0
82,Right,pinky,245.0
82,Left,thumb,196.0
82,Left,index,272.0
82,Left,middle,228.0
82,Left,ring,241.0
82,Left,pinky,218.0
83,Left,thumb,201.0
83,Left,index,255.0
83,Left,middle,241.0
83,Left,ring,227.0
83,Left,pinky,209.0
83,Right,thumb,200.0
83,Right,index,241.0
83,Right,middle,274.0
83,Right,ring,230.0
83,Right,pinky,218.0
84,Right,thumb,226.0
84,Right,index,230.0
84,Right,middle,247.0
84,Right,ring,245.0
84,Right,pinky,232.0
85,Right,thumb,246.0
85,Right,index,261.0
85,Right,middle,282.0
85,Right,ring,257.0
85,Right,pinky,247.0
85,Left,thumb,215.0
85,Left,index,290.0
85,Left,middle,245.0
85,Left,ring,233.0
85,Left,pinky,214.0
86,Left,thumb,206.0
86,Left,index,283.0
86,Left,middle,235.0
86,Left,ring,241.0
86,Left,pinky,211.0
86,Right,thumb,245.0
86,Right,index,272.0
86,Right,middle,268.0
86,Right,ring,233.0
86,Right,pinky,221.0
87,Left,thumb,209.0
87,Left,index,269.0
87,Left,middle,237.0
87,Left,ring,223.0
87,Left,pinky,207.0
87,Right,thumb,240.0
87,Right,index,242.0
87,Right,middle,245.0
87,Right,ring,251.0
87,Right,pinky,243.0
88,Left,thumb,210.0
88,Left,index,239.0
88,Left,middle,237.0
88,Left,ring,222.0
88,Left,pinky,194.0
88,Right,thumb,250.0
88,Right,index,271.0
88,Right,middle,286.0
88,Right,ring,279.0
88,Right,pinky,241.0
89,Right,thumb,196.0
89,Right,index,255.0
89,Right,middle,244.0
89,Right,ring,222.0
89,Right,pinky,213.0
89,Left,thumb,183.0
89,Left,index,284.0
89,Left,middle,214.0
89,Left,ring,226.0
89,Left,pinky,212.0
90,Left,thumb,196.0
90,Left,index,196.0
90,Left,middle,223.0
90,Left,ring,214.0
90,Left,pinky,199.0
90,Right,thumb,242.0
90,Right,index,239.0
90,Right,middle,227.0
90,Right,ring,233.0
90,Right,pinky,218.0
91,Right,thumb,173.0
91,Right,index,188.0
91,Right,middle,278.0
91,Right,ring,250.0
91,Right,pinky,225.0
92,Right,thumb,204.0
92,Right,index,262.0
92,Right,middle,251.0
92,Right,ring,257.0
92,Right,pinky,260.0
92,Left,thumb,206.0
92,Left,index,240.0
92,Left,middle,247.0
92,Left,ring,218.0
92,Left,pinky,218.0
93,Left,thumb,197.0
93,Left,index,285.0
93,Left,middle,230.0
93,Left,ring,222.0
93,Left,pinky,218.0
93,Right,thumb,253.0
93,Right,index,261.0
93,Right,middle,276.0
93,Right,ring,247.0
93,Right,pinky,247.0
94,Left,thumb,185.0
94,Left,index,273.0
94,Left,middle,223.0
94,Left,ring,236.0
94,Left,pinky,216.0
95,Left,thumb,210.0
95,Left,index,249.0
95,Left,middle,242.0
95,Left,ring,231.0
95,Left,pinky,206.0
95,Right,thumb,258.0
95,Right,index,258.0
95,Right,middle,259.0
95,Right,ring,249.0
95,Right,pinky,256.0
96,Left,thumb,193.0
96,Left,index,286.0
96,Left,middle,234.0
96,Left,ring,227.0
96,Left,pinky,206.0
96,Right,thumb,216.0
96,Right,index,277.0
96,Right,middle,280.0
96,Right,ring,265.0
96,Right,pinky,247.0
97,Right,thumb,247.0
97,Right,index,279.0
97,Right,middle,266.0
97,Right,ring,238.0
97,Right,pinky,218.0
97,Left,thumb,209.0
97,Left,index,250.0
97,Left,middle,242.0
97,Left,ring,219.0
97,Left,pinky,209.0
98,Right,thumb,234.0
98,Right,index,238.0
98,Right,middle,244.0
98,Right,ring,246.0
98,Right,pinky,235.0
98,Left,thumb,202.0
98,Left,index,241.0
98,Left,middle,233.0
98,Left,ring,217.0
98,Left,pinky,202.0
99,Left,thumb,184.0
99,Left,index,267.0
99,Left,middle,219.0
99,Left,ring,218.0
99,Left,pinky,229.0
100,Left,thumb,196.0
100,Left,index,233.0
100,Left,middle,231.0
100,Left,ring,220.0
100,Left,pinky,216.0
100,Right,thumb,191.0
100,Right,index,247.0
100,Right,middle,255.0
100,Right,ring,244.0
100,Right,pinky,226.0
101,Left,thumb,205.0
101,Left,index,229.0
101,Left,middle,222.0
101,Left,ring,208.0
101,Left,pinky,207.0
101,Right,thumb,254.0
101,Right,index,236.0
101,Right,middle,235.0
101,Right,ring,244.0
101,Right,pinky,230.0
102,Right,thumb,180.0
102,Right,index,272.0
102,Right,middle,291.0
102,Right,ring,243.0
102,Right,pinky,223.0
103,Right,thumb,186.0
103,Right,index,288.0
103,Right,middle,265.0
103,Right,ring,230.0
103,Right,pinky,223.0
104,Right,thumb,248.0
104,Right,index,257.0
104,Right,middle,264.0
104,Right,ring,261.0
104,Right,pinky,247.0
104,Left,thumb,207.0
104,Left,index,245.0
104,Left,middle,244.0
104,Left,ring,216.0
104,Left,pinky,214.0
105,Right,thumb,224.0
105,Right,index,269.0
105,Right,middle,286.0
105,Right,ring,265.0
105,Right,pinky,251.0
106,Left,thumb,195.0
106,Left,index,302.0
106,Left,middle,226.0
106,Left,ring,245.0
106,Left,pinky,217.0
107,Right,thumb,252.0
107,Right,index,245.0
107,Right,middle,269.0
107,Right,ring,259.0
107,Right,pinky,247.0
107,Left,thumb,205.0
107,Left,index,234.0
107,Left,middle,238.0
107,Left,ring,220.0
107,Left,pinky,207.0
108,Right,thumb,225.0
108,Right,index,263.0
108,Right,middle,278.0
108,Right,ring,256.0
108,Right,pinky,240.0
109,Left,thumb,199.0
109,Left,index,292.0
109,Left,middle,224.0
109,Left,ring,230.0
109,Left,pinky,203.0
110,Right,thumb,249.0
110,Right,index,247.0
110,Right,middle,262.0
110,Right,ring,249.0
110,Right,pinky,236.0
110,Left,thumb,203.0
110,Left,index,239.0
110,Left,middle,251.0
110,Left,ring,222.0
110,Left,pinky,204.0
111,Right,thumb,248.0
111,Right,index,272.0
111,Right,middle,272.0
111,Right,ring,247.0
111,Right,pinky,234.0
111,Left,thumb,208.0
111,Left,index,232.0
111,Left,middle,241.0
111,Left,ring,217.0
111,Left,pinky,201.0
112,Right,thumb,192.0
112,Right,index,274.0
112,Right,middle,265.0
112,Right,ring,226.0
112,Right,pinky,217.0
112,Left,thumb,186.0
112,Left,index,286.0
112,Left,middle,227.0
112,Left,ring,240.0
112,Left,pinky,214.0
113,Right,thumb,213.0
113,Right,index,248.0
113,Right,middle,251.0
113,Right,ring,252.0
113,Right,pinky,238.0
113,Left,thumb,208.0
113,Left,index,243.0
113,Left,middle,236.0
113,Left,ring,221.0
113,Left,pinky,212.0
114,Left,thumb,191.0
114,Left,index,251.0
114,Left,middle,242.0
114,Left,ring,222.0
114,Left,pinky,204.0
114,Right,thumb,235.0
114,Right,index,272.0
114,Right,middle,283.0
114,Right,ring,246.0
114,Right,pinky,229.0
115,Right,thumb,244.0
115,Right,index,265.0
115,Right,middle,257.0
115,Right,ring,227.0
115,Right,pinky,227.0
115,Left,thumb,199.0
115,Left,index,287.0
115,Left,middle,217.0
115,Left,ring,243.0
115,Left,pinky,208.0
116,Right,thumb,248.0
116,Right,index,249.0
116,Right,middle,255.0
116,Right,ring,258.0
116,Right,pinky,248.0
116,Left,thumb,204.0
116,Left,index,232.0
116,Left,middle,244.0
116,Left,ring,232.0
116,Left,pinky,214.0
117,Left,thumb,192.0
117,Left,index,296.0
117,Left,middle,234.0
117,Left,ring,250.0
117,Left,pinky,224.0
118,Right,thumb,255.0
118,Right,index,267.0
118,Right,middle,259.0
118,Right,ring,227.0
118,Right,pinky,216.0
119,Right,thumb,261.0
119,Right,index,258.0
119,Right,middle,260.0
119,Right,ring,264.0
119,Right,pinky,249.0
119,Left,thumb,207.0
119,Left,index,250.0
119,Left,middle,233.0
119,Left,ring,221.0
119,Left,pinky,206.0
120,Left,thumb,193.0
120,Left,index,289.0
120,Left,middle,247.0
120,Left,ring,235.0
120,Left,pinky,201.0
120,Right,thumb,261.0
120,Right,index,271.0
120,Right,middle,284.0
120,Right,ring,262.0
120,Right,pinky,251.0
121,Right,thumb,256.0
121,Right,index,276.0
121,Right,middle,266.0
121,Right,ring,241.0
121,Right,pinky,221.0
121,Left,thumb,199.0
121,Left,index,228.0
121,Left,middle,225.0
121,Left,ring,269.0
121,Left,pinky,215.0
122,Right,thumb,272.0
122,Right,index,249.0
122,Right,middle,267.0
122,Right,ring,255.0
122,Right,pinky,247.0
122,Left,thumb,207.0
122,Left,index,235.0
122,Left,middle,234.0
122,Left,ring,219.0
122,Left,pinky,199.0
123,Right,thumb,260.0
123,Right,index,272.0
123,Right,middle,283.0
123,Right,ring,261.0
123,Right,pinky,254.0
123,Left,thumb,223.0
123,Left,index,223.0
123,Left,middle,232.0
123,Left,ring,223.0
123,Left,pinky,204.0
124,Right,thumb,244.0
124,Right,index,249.0
124,Right,middle,253.0
124,Right,ring,231.0
124,Right,pinky,215.0
124,Left,thumb,228.0
124,Left,index,219.0
124,Left,middle,238.0
124,Left,ring,232.0
124,Left,pinky,208.0
125,Right,thumb,244.0
125,Right,index,239.0
125,Right,middle,248.0
125,Right,ring,238.0
125,Right,pinky,230.0
125,Left,thumb,202.0
125,Left,index,235.0
125,Left,middle,228.0
125,Left,ring,217.0
125,Left,pinky,196.0
126,Right,thumb,264.0
126,Right,index,271.0
126,Right,middle,255.0
126,Right,ring,250.0
126,Right,pinky,232.0
126,Left,thumb,202.0
126,Left,index,270.0
126,Left,middle,217.0
126,Left,ring,216.0
126,Left,pinky,212.0
127,Right,thumb,248.0
127,Right,index,242.0
127,Right,middle,237.0
127,Right,ring,220.0
127,Right,pinky,217.0
127,Left,thumb,188.0
127,Left,index,227.0
127,Left,middle,223.0
127,Left,ring,216.0
127,Left,pinky,200.0
128,Left,thumb,184.0
128,Left,index,227.0
128,Left,middle,229.0
128,Left,ring,215.0
128,Left,pinky,206.0
128,Right,thumb,224.0
128,Right,index,272.0
128,Right,middle,283.0
128,Right,ring,242.0
128,Right,pinky,237.0
129,Left,thumb,172.0
129,Left,index,245.0
129,Left,middle,208.0
129,Left,ring,218.0
129,Left,pinky,214.0
129,Right,thumb,183.0
129,Right,index,262.0
129,Right,middle,253.0
129,Right,ring,219.0
129,Right,pinky,214.0
130,Right,thumb,250.0
130,Right,index,269.0
130,Right,middle,269.0
130,Right,ring,230.0
130,Right,pinky,218.0
130,Left,thumb,197.0
130,Left,index,217.0
130,Left,middle,219.0
130,Left,ring,210.0
130,Left,pinky,196.0
131,Right,thumb,245.0
131,Right,index,271.0
131,Right,middle,286.0
131,Right,ring,244.0
131,Right,pinky,224.0
131,Left,thumb,194.0
131,Left,index,193.0
131,Left,middle,224.0
131,Left,ring,231.0
131,Left,pinky,211.0
132,Left,thumb,198.0
132,Left,index,236.0
132,Left,middle,226.0
132,Left,ring,214.0
132,Left,pinky,205.0
132,Right,thumb,213.0
132,Right,index,260.0
132,Right,middle,270.0
132,Right,ring,230.0
132,Right,pinky,218.0
133,Right,thumb,264.0
133,Right,index,249.0
133,Right,middle,253.0
133,Right,ring,242.0
133,Right,pinky,233.0
133,Left,thumb,198.0
133,Left,index,207.0
133,Left,middle,229.0
133,Left,ring,215.0
133,Left,pinky,206.0
134,Right,thumb,260.0
134,Right,index,281.0
134,Right,middle,268.0
134,Right,ring,239.0
134,Right,pinky,227.0
134,Left,thumb,199.0
134,Left,index,268.0
134,Left,middle,218.0
134,Left,ring,225.0
134,Left,pinky,212.0
135,Left,thumb,201.0
135,Left,index,235.0
135,Left,middle,253.0
135,Left,ring,225.0
135,Left,pinky,197.0
135,Right,thumb,249.0
135,Right,index,280.0
135,Right,middle,289.0
135,Right,ring,272.0
135,Right,pinky,251.0
136,Right,thumb,270.0
136,Right,index,304.0
136,Right,middle,306.0
136,Right,ring,286.0
136,Right,pinky,265.0
136,Left,thumb,214.0
136,Left,index,209.0
136,Left,middle,225.0
136,Left,ring,238.0
136,Left,pinky,209.0
137,Right,thumb,252.0
137,Right,index,292.0
137,Right,middle,269.0
137,Right,ring,229.0
